Supplementary Table 2: qGI Genetic Interaction Scores,,,,,,,,,
gene,FASN_merge,ACACA,LDLR,SREBF1,SREBF2,C12orf49,qGI_FASN_a,qGI_FASN_b,qGI_FASN_c
GIPR,-0.089062408,-0.217608416,-0.135369697,0.095496362,0.088319959,-0.274871997,-0.25,0.00,0.01
ATP9B,0.011996623,-0.217568793,0.406717823,-0.181462907,0.016611854,-0.125343445,-0.25,-0.04,-0.04
ZCCHC11,0.03861184,-0.217503283,-0.206861706,-0.056404584,0.034446842,0.203813891,-0.25,0.09,-0.08
OTUD5,-0.320118048,-0.217490198,-0.69778586,0.297053879,0.362333725,0.186535189,-0.25,0.30,0.01
MRPL10,-0.035426687,-0.217465324,-0.047229856,0.00741644,0.417509994,-0.279539924,-0.25,0.13,-0.23
TMLHE,0.052506309,-0.217437082,0.100022923,-0.132814686,-0.057130897,0.402041967,-0.25,-0.27,-0.11
SLC30A4,0.005883295,-0.217431837,-0.076243974,-0.305936098,0.191460494,-0.107364978,-0.25,-0.12,0.04
TOMM40L,-0.086060022,-0.217308424,0.126353363,0.061050335,0.017797127,0.125030653,-0.25,-0.39,-0.24
CDK18,-0.100731356,-0.217157335,-0.12071307,0.225369433,0.11590534,-0.333581413,-0.25,-0.38,-0.61
NCOA7,-0.221042389,-0.217106327,0.102752127,0.249680348,0.075730412,0.024696213,-0.25,-0.20,-0.33
WNT8B,0.049774116,-0.216961132,0.010989125,-0.047244543,0.078975081,-0.265666741,-0.25,0.10,-0.01
TMEM45B,-0.033587773,-0.216940759,0.099949482,-0.004838778,0.11526533,-0.294423863,-0.25,-0.14,0.35
MFSD9,0.041493476,-0.21689024,0.007294677,-0.132200244,0.042675436,0.228698437,-0.25,0.14,0.42
CAMK1G,0.044718347,-0.216855452,-0.067682738,-0.007349335,0.207336402,-0.156221443,-0.25,-0.43,-0.17
SFN,0.010374572,-0.216811675,-0.121080978,-0.005301722,-0.081687459,-0.341014908,-0.25,0.13,-0.18
TIAL1,0.293241353,-0.216753748,-0.267659153,0.14873906,-0.108070975,-0.02993808,-0.25,0.01,-0.19
FAP,0.126113081,-0.216746499,0.035228532,0.167156945,-0.11688279,0.227005653,-0.25,-0.10,-0.02
C9orf91,0.061188098,-0.216661741,-0.052814755,0.016815589,0.188064961,0.02920279,-0.25,0.41,0.34
EIF1B,-0.127521058,-0.216633233,0.078472237,0.013909078,-0.110341141,0.107028998,-0.25,-0.02,0.07
ZFYVE19,-0.037941636,-0.216630826,-0.239607294,0.080913473,-0.043997622,0.225780315,-0.25,0.22,0.39
MTG2,0.043058358,-0.216617839,0.02962781,-0.379142445,-0.17405553,0.036369332,-0.25,-0.17,0.01
DIEXF,0.110825259,-0.216563035,0.331404855,0.165819972,-0.373644521,0.096355144,-0.25,-0.32,-0.09
CHST12,-0.013383758,-0.216557962,0.012254384,0.112677983,-0.093001269,-0.2342327,-0.25,-0.09,0.12
SP140,0.098781348,-0.216541458,-0.248820193,0.285190091,0.159276552,0.212002769,-0.25,0.12,0.05
SYTL4,0.080939565,-0.216441365,0.216931937,0.000771299,0.076736207,0.110295673,-0.25,-0.19,-0.35
KDM8,-0.198218475,-0.216416718,-0.19169496,0.069538899,0.070030011,-0.161059428,-0.25,-0.03,0.05
EGF,0.106652937,-0.216398176,0.419806174,-0.020285904,-0.121170502,0.148976793,-0.25,-0.20,-0.03
RNF220,0.058766602,-0.216353884,-0.013283383,0.047526861,-0.070436215,0.131816684,-0.25,0.01,0.18
RPL37,0.068489172,-0.216333676,-0.601501703,-0.235342843,0.017013229,0.365437878,-0.25,0.24,0.15
AQPEP,-0.024332519,-0.216046419,-0.096803783,0.090925881,-0.212262016,-0.229167734,-0.25,-0.30,0.00
C2orf70,0.057644095,-0.21603266,0.15638974,0.040582841,-0.31134548,0.02985493,-0.25,-0.41,-0.55
TMIE,0.015276248,-0.215838928,0.008331953,-0.365448041,-0.00621878,-0.077233894,-0.25,-0.19,-0.03
CCL18,0.148623483,-0.215787517,0.496536194,0.073589161,-0.198326429,-0.073107665,-0.25,0.06,-0.16
TDP2,-0.107154235,-0.215784411,-0.183358433,-0.161417467,-0.042295092,-0.040372976,-0.25,-0.20,0.12
NBR1,-0.113823488,-0.215783157,-0.140874424,0.038287254,0.032717762,0.208216136,-0.25,-0.19,-0.10
FOPNL,0.051257276,-0.215764814,-0.398679841,0.224205606,-0.079867762,0.00986794,-0.25,-0.16,-0.01
RUNDC3B,-0.011348278,-0.2157342,0.201766456,-0.224498279,0.239936362,0.127432654,-0.25,-0.16,-0.02
BBS10,0.002731554,-0.215715217,-0.073031196,-0.275733672,0.07636048,-0.131670589,-0.25,0.01,-0.20
LECT2,0.268156892,-0.215675153,0.040490063,-0.068901094,-0.005205982,0.073675991,-0.25,-0.09,-0.14
IFI16,-0.076429435,-0.215556668,0.019880008,-0.10235788,-0.115719026,-0.046492352,-0.25,0.24,-0.25
CYB5B,1.115168701,-0.21555457,0.038097834,-0.318241288,-0.150639145,-0.523285763,-0.25,-0.40,-0.29
ABHD5,0.010297866,-0.215485086,-0.040486316,-0.01402263,-0.0613474,-0.070514098,-0.25,0.26,0.50
HYDIN,0.111565045,-0.215415699,-0.027322097,-0.098700171,-0.21479728,-0.231070294,-0.25,-0.34,-0.13
KLRB1,-0.00245716,-0.215301231,0.096539991,-0.003480912,0.211334643,-0.102012417,-0.25,0.03,-0.14
LCE6A,-0.057460942,-0.215243991,-0.261838168,0.339471505,-0.174345034,-0.094124953,-0.25,-0.14,-0.36
TNFAIP8,0.149535076,-0.215197583,-0.040264694,-0.090565802,0.270447626,0.097857643,-0.25,0.21,-0.39
MYH8,0.199283484,-0.215196541,-0.554484677,-0.020091395,0.086758671,-0.014166219,-0.25,0.07,0.31
LRRN1,0.028943003,-0.21511199,0.01017833,0.033413198,0.044522245,0.116994302,-0.25,-0.23,-0.22
GUCA1C,0.013365535,-0.215105814,-0.092319833,-0.300134623,0.002588919,0.143946516,-0.25,-0.58,-0.17
SPINK13,0.023443967,-0.215006879,-0.051405256,-0.063705284,0.223724564,0.12475311,-0.25,0.00,0.35
VPS33B,0.097506996,-0.214863195,0.020142042,-0.02148956,0.230724784,-0.146339534,-0.25,-0.13,0.17
LAT,0.09244282,-0.214863113,-0.156907002,0.007761669,-0.310934109,0.110647595,-0.25,-0.15,0.34
SEPT10,-0.09934768,-0.214862693,-0.059406621,0.100674206,0.129889288,0.169883134,-0.25,0.12,0.24
CTSF,-0.01210343,-0.214861697,0.062263551,-0.06563709,-0.062977646,-0.15156724,-0.25,0.04,0.01
FAS,-0.00849793,-0.214846542,-0.018869766,0.241043601,0.331771574,0.015487883,-0.25,-0.09,-0.30
GTF2I,-0.647250997,-0.214837979,0.018040942,-0.230804316,-0.472099212,0.304505192,-0.25,0.28,0.25
IPO9,0.811753348,-0.214725742,0.117654896,-0.208776863,0.136958915,0.217406269,-0.25,0.02,0.17
ERP29,0.123854264,-0.214656946,-0.078788821,0.226571112,0.120482995,0.264854987,-0.25,0.05,-0.06
SIK2,-0.075117557,-0.214615578,-0.204839824,0.125269912,0.089938604,0.308409708,-0.25,0.12,0.09
TMIGD2,-0.097224114,-0.214492202,0.162080283,0.474190936,-0.276863636,-0.090811444,-0.25,-0.24,0.08
DEXI,0.175166606,-0.214490593,0.230936739,-0.014127428,0.264195101,0.134823141,-0.25,-0.28,0.07
ZNF843,-0.040333223,-0.214449486,0.20656019,0.342547922,0.301797463,0.033275465,-0.25,-0.15,-0.18
FBXL7,-0.045370935,-0.214424512,0.140962743,0.077513775,0.031815132,-0.011286206,-0.25,-0.19,0.21
VPS45,-0.31239026,-0.214412372,0.086675084,0.140515068,-0.119236663,-0.152469708,-0.25,-0.22,-0.10
ESX1,0.079250355,-0.214280569,0.10788265,0.018501112,0.197985252,0.237147586,-0.25,0.04,0.14
DAXX,-0.105463375,-0.214272313,-0.39975933,-0.166961203,0.348886843,0.394387322,-0.25,0.20,0.10
LRRC39,0.060040942,-0.214270961,-0.131566311,-0.152925968,-0.165643963,0.018715245,-0.25,0.04,-0.09
FFAR1,-0.083007511,-0.214265461,0.425980452,0.003622515,-0.003920768,0.127135012,-0.24,0.18,-0.10
DCLRE1C,-0.179632897,-0.214165271,-0.245030228,-0.096850547,-0.376040755,-0.047499019,-0.24,0.00,0.06
EPHA3,-0.144312988,-0.214127232,-0.07003858,0.230895191,0.183499849,0.033046927,-0.24,-0.72,-0.66
YTHDC2,-0.356024995,-0.213974147,-0.219457173,0.269200239,-0.052847397,-0.052771032,-0.24,-0.21,-0.08
PARP12,-0.035065872,-0.213900438,-0.121496358,0.312324525,-0.065811881,0.017886615,-0.24,-0.06,-0.14
EPHA6,-0.014237479,-0.213809504,-0.557229497,-0.321476597,0.013742828,0.073059159,-0.24,-0.35,-0.45
KLK11,-0.090475596,-0.213778128,-0.16610297,-0.0917294,-0.073578106,0.06833203,-0.24,0.13,-0.06
SLC36A1,0.086640796,-0.213750526,0.236569734,-0.195065339,0.011844185,-0.114889999,-0.24,-0.11,-0.35
RHOA,-0.039299202,-0.21374503,-0.309488737,-0.15845176,0.153759887,-0.224982151,-0.24,0.22,-0.10
COMT,-0.225610912,-0.213703278,-0.020518213,-0.200878537,-0.175353431,0.223402861,-0.24,-0.08,-0.07
HCRT,-0.035552599,-0.213684426,-0.066147948,-0.020275751,0.210478398,0.08477471,-0.24,0.12,-0.36
NAMPT,-0.545421762,-0.213677821,-0.215802637,-0.413072372,-0.437196874,-0.00542238,-0.24,-0.19,0.15
EMB,0.045801748,-0.213660536,0.088732408,-0.10537118,0.104802644,0.468668706,-0.24,0.00,0.02
ZNF653,-0.039647324,-0.213639781,0.234356802,-0.068791281,0.145216114,0.138739688,-0.24,0.07,-0.04
CDCA8,-0.050337893,-0.213629555,-0.305892724,-0.274273812,-0.11926649,-0.13699007,-0.24,-0.12,-0.07
EID2B,-0.19416548,-0.21362605,0.194985317,-0.017990919,-0.215345236,0.082482613,-0.24,-0.09,-0.13
NOX5,0.048385855,-0.213544783,-0.218174565,-0.335478769,0.223063072,0.470120512,-0.24,0.04,-0.14
MEA1,0.042384126,-0.213533785,0.317552686,0.047372846,0.070003948,-0.168255728,-0.24,-0.01,0.01
HLA-G,0.008083556,-0.213524326,-0.064266529,-0.12584591,0.409920563,-0.27038176,-0.24,0.19,-0.13
TXNRD3,-0.052306514,-0.213514735,-0.022796336,0.014898658,0.367092823,0.124540028,-0.24,-0.08,0.03
FOXH1,-0.092192318,-0.213509991,0.145305475,0.252968134,-0.028550672,-0.252615368,-0.24,0.04,-0.06
DENND2A,0.049381391,-0.213477746,0.015492086,-0.177030382,-0.212050216,-0.107216718,-0.24,0.01,-0.01
SLK,0.113333479,-0.213463769,0.033150732,-0.047543022,0.214902522,-0.093485896,-0.24,-0.10,-0.13
RANBP6,0.15859228,-0.213450339,0.139012469,-0.034448309,0.133355417,-0.216712814,-0.24,-0.28,-0.26
SULT1C4,0.110858463,-0.213390842,-0.156479196,0.20761558,0.279938633,-0.036315547,-0.24,0.11,0.41
LINC00632,0.015725062,-0.21330181,0.190817581,0.003723815,0.01387687,0.182553888,-0.24,-0.32,0.64
DDX59,-0.146832896,-0.213262537,-0.576146244,-0.000490808,-0.324401773,0.214066302,-0.24,0.39,0.00
ATPAF1,0.027796477,-0.213196728,-0.073701128,0.075003163,-0.005393561,0.037745701,-0.24,0.13,0.12
CXCL17,0.151537547,-0.213163527,0.08868513,0.088030666,0.142899005,-0.186252642,-0.24,-0.17,-0.11
ESRP2,0.121374317,-0.21313369,-0.168273014,0.007444209,0.045731077,0.060003487,-0.24,-0.01,0.06
SORCS1,0.069171186,-0.213037296,-0.060114795,0.168388057,0.244675998,0.042698631,-0.24,-0.12,0.15
CPSF1,-0.1774273,-0.213016699,-0.036824961,0.017294615,-0.021027595,-0.617365843,-0.24,-0.13,0.02
ZNF397,0.064446822,-0.212791996,-0.159200855,-0.194975268,0.046611774,-0.134126833,-0.24,0.10,-0.06
C1orf109,-0.090565489,-0.212692223,0.084921699,-0.06528595,0.141739185,0.110639823,-0.24,0.20,-0.03
PCDHA9,0.129069201,-0.212593065,-0.052421329,-0.013466382,-0.197912182,-0.137755627,-0.24,0.26,0.16
BCL7A,-0.131655891,-0.212502364,0.071801448,-0.491166904,0.092780588,-0.470655633,-0.24,-0.14,0.09
GPALPP1,0.024203841,-0.212368796,-0.061938331,-0.126609334,-0.090219232,-0.207795695,-0.24,-0.05,-0.22
RTP3,-0.026148155,-0.212302229,0.069739101,-0.382361817,-0.342155591,-0.045823476,-0.24,0.05,0.43
CEP95,0.093780836,-0.212295247,0.105889259,0.093459549,0.078973166,0.208185236,-0.24,0.23,0.04
CD52,-0.174515948,-0.212243398,-0.007145231,-0.061595824,-0.139043057,-0.220261271,-0.24,0.18,0.26
PIGM,-0.079140167,-0.212153071,0.136009962,-0.41539707,0.399861041,0.061212459,-0.24,-0.62,-0.28
TUB,-0.026222792,-0.21215178,-0.253002706,0.061382693,-0.146159516,-0.017599666,-0.24,-0.23,-0.05
EPHA4,-0.211337315,-0.212077879,-0.169834287,-0.038479194,0.025159399,-0.078614071,-0.24,0.29,0.13
P4HA2,-0.17345388,-0.212059683,-0.081861655,0.074405539,0.161373957,-0.09929728,-0.24,-0.26,-0.20
DNM2,0.094576212,-0.211960564,0.274940226,0.001113319,0.061317035,-0.236061448,-0.24,-0.09,-0.36
ZNF564,0.063739081,-0.211951239,-0.071388758,0.040458686,0.292071004,-0.191052249,-0.24,-0.33,0.11
PSMD3,0.115611492,-0.211888176,0.288860907,0.183097899,0.029819293,-0.173576409,-0.24,0.08,0.20
NOP10,-0.013946953,-0.211865531,0.256925952,0.021502851,-0.045723264,-0.084405364,-0.24,-0.27,0.24
ASNSD1,-0.051747441,-0.211851173,-0.51517021,-0.106428896,-0.021981238,0.081304869,-0.24,-0.11,0.17
KCNV2,-0.095352868,-0.211826526,0.121690437,-0.080750459,0.223944196,-0.043025586,-0.24,0.00,0.26
S100A11,-0.094342498,-0.211816499,0.007973892,0.008404953,-0.325974345,-0.027712378,-0.24,0.01,-0.18
ADAM33,0.120772636,-0.211763552,-0.146194884,-0.089610113,0.368278683,-0.262419751,-0.24,-0.49,-0.19
ASH1L,0.168622967,-0.211665136,-0.246947607,0.115266611,-0.031590097,-0.061743735,-0.24,-0.24,-0.30
PRKCD,-0.043246592,-0.211650775,0.115417497,0.031379373,0.01452821,-0.101100984,-0.24,0.70,0.22
ANG,-0.063521031,-0.211648968,-0.134407179,-0.203822152,0.25065914,0.024331622,-0.24,0.15,0.20
ARPP21,-0.003372856,-0.211612038,0.145223744,-0.017625245,0.12583898,0.051257175,-0.24,-0.04,-0.01
C6orf58,0.052396065,-0.211608894,-0.262810142,0.013845247,-0.013974117,-0.017606087,-0.24,0.01,-0.16
TAS2R31,0.055504206,-0.211553375,-0.038803749,-0.363290254,-0.087425753,-0.255004946,-0.24,0.19,0.04
UMOD,-0.091752939,-0.211534681,-0.125562889,0.005263771,0.124498067,-0.126659755,-0.24,-0.27,0.04
HSPA9,-0.060631142,-0.211533476,-0.391566785,-0.136094532,-0.214975368,-0.120640764,-0.24,0.08,-0.25
CNTNAP5,0.120721349,-0.211514609,0.136932888,-0.089131076,0.053370843,0.185402892,-0.24,-0.01,0.00
GDF5,-0.24155765,-0.211469308,0.138098079,0.076533258,-0.040087886,-0.141463562,-0.24,0.03,0.11
SIRT3,0.122116891,-0.211408171,0.442316342,0.005832796,-0.216474085,-0.142289937,-0.24,-0.06,-0.06
GJA4,0.166340307,-0.211396982,0.202342136,0.049316646,0.001982944,-0.048126574,-0.24,0.23,-0.14
OR4K14,0.055139144,-0.211334396,-0.123655845,0.077099826,0.047198209,0.171365523,-0.24,-0.18,0.32
SPATS1,-0.118937923,-0.211332538,0.151106981,-0.198656382,0.022962438,0.002213818,-0.24,-0.52,-1.27
ARHGAP21,-0.05816424,-0.21130593,0.053519464,0.124274022,-0.036655549,-0.065055122,-0.24,0.13,-0.08
RECK,0.238481366,-0.211205511,0.123011428,-0.053743287,-0.036556383,-0.055889008,-0.24,0.34,0.12
AGBL4,-0.053350355,-0.21119093,-0.081208411,0.117932138,0.04849247,-0.105728021,-0.24,0.16,-0.54
KIAA0391,0.03369442,-0.21115824,0.109378835,-0.221052346,0.017193898,-0.095160081,-0.24,-0.51,-0.14
RAD54L2,-0.039909489,-0.211089167,0.166030118,-0.253285741,-0.21835484,-0.114323783,-0.24,-0.03,0.32
KLK3,0.025121473,-0.210948775,0.022660975,-0.148766891,0.327396077,-0.017459361,-0.24,-0.18,0.20
CCNJ,0.260499561,-0.210941235,0.085984926,0.01282676,0.015701091,-0.175311989,-0.24,0.07,0.39
RIN2,0.01022493,-0.210939625,0.021073415,-0.216652573,0.300090421,-0.112403473,-0.24,-0.17,0.36
CDKL3,-0.078406604,-0.210735803,0.056021189,-0.082356536,-0.167579893,0.191545382,-0.24,-0.50,0.09
KRTAP4-3,-0.031961649,-0.21073073,0.145596128,0.083104439,-0.042225221,0.01865248,-0.24,0.75,0.06
DSC1,-0.080773937,-0.210668187,-0.313217205,-0.126339793,0.088758445,-0.223972656,-0.24,0.08,-0.08
GAPDHS,-0.04783816,-0.210668109,-0.070217688,0.117346139,0.09168726,-0.191420759,-0.24,0.17,0.11
PPP1R1B,-0.039850357,-0.210644846,-0.121148664,0.148600802,0.002933809,0.189913231,-0.24,0.04,-0.03
WFDC13,0.084501359,-0.210525171,0.338114991,-0.26373895,0.054773861,0.170942576,-0.24,0.16,0.21
CCIN,0.147174158,-0.210504391,-0.098677034,-0.05082482,0.058740793,0.255925088,-0.24,0.30,0.15
MBL2,-0.035048228,-0.210476687,0.259420309,0.107547325,-0.051557527,-0.226818595,-0.24,-0.15,0.17
TTC5,0.090307681,-0.210409577,-0.14477666,-0.277268541,-0.093959277,0.23101392,-0.24,0.08,0.57
PCMTD1,-0.123537711,-0.210336275,-0.288828406,0.069878696,-0.154232072,-0.063188603,-0.24,0.40,-0.20
RRP1B,-0.041935594,-0.210317189,0.22427195,0.074030306,-0.058859615,0.033527099,-0.24,-0.02,-0.05
NUMB,0.022325897,-0.210237956,0.303145186,0.194415655,0.161003168,-0.010866705,-0.24,0.17,-0.11
GYG2,0.032759221,-0.210225425,-0.12104933,0.059518636,0.222977537,-0.033051862,-0.24,-0.13,-0.14
TTC39B,0.086050315,-0.210222359,0.066917178,0.087182163,0.072291483,0.058350527,-0.24,-0.18,-0.13
PAX9,0.048574785,-0.210217603,0.382776044,-0.170935259,0.11156075,0.006007897,-0.24,-0.14,0.09
CHI3L1,-0.050148584,-0.210173802,0.112605922,0.191852203,0.123485943,0.227464835,-0.24,0.13,-0.34
IGJ,0.081685017,-0.2101395,-0.228861688,-0.044578482,0.124985717,0.098129867,-0.24,-0.03,0.15
CD86,-0.025856733,-0.210109326,-0.189634802,-0.202010428,-0.264698846,-0.202088054,-0.24,0.31,0.20
MRPL46,-0.117860457,-0.210081596,0.15762894,0.189506106,0.228905453,0.029459654,-0.24,0.45,0.14
C8orf22,0.035087796,-0.210066289,-0.29818178,-0.370689025,0.02394483,-0.149932848,-0.24,0.16,-0.23
MDH2,-0.084363917,-0.210058616,-0.186352014,-0.087919504,0.185776138,-0.40788823,-0.24,-0.30,-0.25
TGIF2,-0.580665307,-0.209962716,-0.304031277,-0.197869375,-0.535446407,-0.256065098,-0.24,0.08,0.14
PCDHAC2,0.190423302,-0.209882207,-0.096301383,-0.12310445,0.06406781,-0.019369576,-0.24,-0.36,0.25
COL17A1,0.014795623,-0.209837004,-0.015044087,-0.079376252,0.156074098,-0.101365196,-0.24,0.23,0.11
CYR61,-0.149638839,-0.209612075,0.253648929,0.093259587,0.139921503,-0.293745047,-0.24,0.14,0.36
CBFA2T2,0.006946576,-0.209549415,0.21548445,-0.203830032,0.108724345,0.23764013,-0.24,-0.34,-0.33
FAM208A,-0.385107431,-0.209467912,-0.235470582,-0.087583493,-0.013278978,-0.137603369,-0.24,0.16,-0.29
NR1H3,-0.129358738,-0.209396628,0.048453332,0.343728633,-0.055763921,0.021333184,-0.24,0.10,0.21
UCHL1,-0.053615725,-0.209362536,0.03987477,0.001618226,0.085524423,0.140082368,-0.24,-0.01,0.07
HCFC1R1,-0.074241988,-0.209339219,-0.021315443,-0.070517354,-0.077661132,-0.025414043,-0.24,-0.08,-0.03
TOP1,-0.156301492,-0.209288618,-0.141602876,0.119000849,-0.023371004,-0.176888756,-0.24,-0.09,0.33
CD300E,-0.032830328,-0.209074108,0.358594844,0.281248923,0.023278175,-0.214043278,-0.24,0.09,-0.09
SRP54,-0.144536161,-0.208894219,0.02895118,0.243562965,0.093851297,0.006722522,-0.24,-0.38,0.07
TMEM106C,-0.149086946,-0.208794681,0.006929871,-0.007432045,-0.185022897,0.188014685,-0.24,-0.09,-0.25
TBX19,-0.063474659,-0.208753995,-0.261835587,-0.049755618,0.019499765,0.177177894,-0.24,-0.11,-0.09
CCDC88A,0.120647564,-0.208729467,0.001593413,0.141159639,-0.072045867,0.048524937,-0.24,-0.13,0.01
FAM83D,-0.055628833,-0.208682123,-0.132211129,-0.053659367,0.13307549,0.207342466,-0.24,-0.04,0.69
XIRP1,-0.024290643,-0.208645235,0.112587481,-0.235613365,0.006086752,0.019568696,-0.24,-0.02,0.19
UPF3A,0.04437038,-0.20856035,-0.126532014,-0.097325987,0.120514823,0.352054633,-0.24,-0.34,-0.12
OR5H14,0.287394471,-0.208311382,0.043899724,0.361942315,0.076501394,0.141325022,-0.24,0.47,-0.13
ENTHD1,-0.006071628,-0.208287294,-0.172894575,-0.275994757,0.084255902,0.376755497,-0.24,-0.02,-0.23
ACER2,0.033154069,-0.208211899,0.318606901,-0.234211614,0.165263468,-0.021426853,-0.24,-0.25,0.11
PPAT,0.3166467,-0.208188595,0.187361509,0.246544782,0.113813966,0.257648597,-0.24,-0.03,0.19
CACNB2,0.082420947,-0.208179012,0.255214124,0.319360202,-0.140751311,-0.047657186,-0.24,0.01,-0.01
PDDC1,0.144741317,-0.208087671,-0.283437911,-0.184213925,-0.127608849,0.240210869,-0.24,-0.07,-0.12
NEK11,-0.13067905,-0.208067508,0.154020751,-0.101868391,-0.008713204,-0.137162379,-0.24,-0.02,0.28
RTN1,-0.00989214,-0.208000038,-0.028160489,0.042148258,0.117513962,0.019005759,-0.24,0.05,0.10
SLC39A7,-0.114313944,-0.207925465,0.141160986,-0.318457844,-0.19188728,-0.010261584,-0.24,-0.31,-0.03
ST6GALNAC1,-0.046861224,-0.207871558,0.009711513,-0.05499747,-0.033488994,-0.066795565,-0.24,0.09,0.15
CCL16,0.074891018,-0.207719804,0.002036809,0.089696265,0.305880225,0.010509503,-0.24,0.05,-0.10
MSR1,0.140727467,-0.207716006,-0.146763831,0.011818115,0.015657454,0.198349393,-0.24,-0.28,-0.34
RBM19,0.120921463,-0.207629089,0.343962104,0.341269918,0.247592711,-0.075016533,-0.24,-0.17,-0.05
CD53,-0.32977673,-0.2076154,0.015701196,-0.033247921,0.147112599,-0.045504293,-0.24,0.12,0.19
COPZ1,-0.221952748,-0.207550991,0.254520725,-0.124699705,-0.312682197,-0.246711362,-0.24,-0.61,-0.16
OR52N5,0.194220304,-0.207513231,-0.172097958,0.203173259,0.295120822,0.016371919,-0.24,-0.18,-0.14
MAEL,0.085756069,-0.207513073,-0.266339023,0.16406293,-0.268282304,0.245325993,-0.24,-0.03,-0.12
TMC8,0.112039134,-0.207378724,0.109216301,0.152014204,0.008732622,0.008858167,-0.24,0.01,0.25
JOSD1,0.057281416,-0.207297222,-0.052361965,0.105142061,0.370091926,0.341084278,-0.24,-0.15,0.06
GPR115,0.094340389,-0.207282364,-0.099467799,-0.123994967,-0.058335604,-0.07291021,-0.24,-0.66,-0.22
GRIK4,-0.032799876,-0.207173514,-0.020443334,-0.17474381,-0.063253467,0.114461491,-0.24,0.12,-0.13
TMEM177,-0.058996442,-0.207126743,-0.014731057,-0.49703354,-0.331025299,0.075911937,-0.24,-0.04,-0.27
IFI44L,0.132831266,-0.207098197,-0.016209921,-0.133633291,-0.065825838,-0.071741986,-0.24,0.07,-0.03
ELF4,0.124576224,-0.207093306,-0.168643743,0.223648055,0.174352085,-0.428375109,-0.24,-0.14,-0.04
PDIA6,-0.311115016,-0.20694972,-0.433244695,0.125536862,0.020370915,0.259839224,-0.24,0.11,0.07
HOXC11,0.036344463,-0.206919296,-0.006357218,0.201537233,-0.372546672,0.147919855,-0.24,-0.20,-0.07
IFT140,-0.10464205,-0.206895912,0.185250979,-0.202177722,-0.124163914,-0.205006133,-0.23,0.16,0.09
RASAL3,-0.015095242,-0.206884627,-0.067608425,0.205111269,-0.060493237,0.086248866,-0.23,-0.10,0.12
PDSS2,0.283919457,-0.2067843,0.071863439,0.005817062,-0.020419676,0.025891539,-0.23,-0.64,-1.01
TSPAN2,0.13809999,-0.20660704,-0.028557321,0.027503841,0.178619253,-0.183906552,-0.23,-0.04,-0.32
HSD17B3,-0.081426206,-0.206598639,-0.031515722,0.194659673,-0.081126428,0.00779046,-0.23,-0.19,-0.32
TRIML2,0.032262246,-0.206561575,0.227837081,0.287378836,-0.013172831,0.032819416,-0.23,0.09,0.19
POLA2,-0.354596638,-0.206381756,-0.505371464,0.177662761,-0.183568496,0.448589687,-0.23,-0.02,0.07
RPL12,0.072119571,-0.206352404,-0.090512305,0.054052311,0.134994374,-0.177049109,-0.23,0.05,0.04
PSMA3,0.160662529,-0.206346572,0.291536589,0.268858342,-0.243929854,-0.044777199,-0.23,0.04,-0.06
CSNK1A1,0.058425896,-0.206302942,-0.032269693,-0.219140273,-0.029826956,0.166226244,-0.23,-0.42,-0.34
ADAMTSL3,-0.196770813,-0.206285619,0.005454113,-0.200552607,0.131789818,-0.008276804,-0.23,-0.16,-0.08
POLR2I,0.199380148,-0.206236777,-0.029676554,-0.194332301,-0.189152912,0.230384303,-0.23,0.07,-0.10
CFI,0.052387653,-0.206127624,0.017941592,0.017856781,0.020986115,0.043271116,-0.23,0.20,0.05
SCGB1C1,-0.032327331,-0.205977691,0.07015114,0.222662647,-0.020853296,-0.106268419,-0.23,0.17,0.14
CCR9,0.205249668,-0.205890432,-0.14656751,-0.315526121,-0.087349111,0.263803279,-0.23,0.10,0.16
CEP192,-0.150357761,-0.205886156,-0.122332412,0.060362703,0.092713007,-0.129063279,-0.23,0.19,0.09
MAT2A,-0.053105906,-0.205736769,-0.274290557,-0.236531101,-0.043374443,-0.275292299,-0.23,-0.15,0.00
ST6GAL2,-0.151501277,-0.205705449,-0.013060862,0.0719675,0.173256682,0.146054095,-0.23,-0.01,0.16
SLC2A1,0.02007462,-0.205595106,0.182954603,-0.208680727,-0.485396905,-0.25430102,-0.23,-0.32,-0.05
