gene_a,gene_b,r_all,p_all,r_blood,p_blood,fdr_bh_all,fdr_bh_blood
ACACA,IRF8,-0.06742667877156257,0.061638862631781866,-0.2035571941867308,0.20177601099626497,0.27732071764035426,0.6811248742755598
ACACA,MYB,-0.10023278353100862,0.005402045358210331,-0.19909237550118297,0.2120577396904859,0.05714560378933242,0.6878212151174564
ACACA,DERL2,0.043058717833403044,0.2330003575494034,0.04788544801058836,0.7662337954708538,0.5517862306442856,0.9536016122534691
ACACA,SYVN1,0.035847594403014875,0.3208141301022107,0.36668583209313554,0.018367699525826342,0.6376429915074995,0.25280274616191095
ACACA,UBE2G2,0.04151726843400582,0.2501718363689306,-0.028138017996281725,0.8613673737327238,0.5709925930489085,0.9836961309002207
ACACA,TP53,-0.03692757467645257,0.3064421254950147,-0.11878745359148253,0.459473706535485,0.6259123802408199,0.8512140933842867
ACACA,PTEN,-0.09988275547770972,0.005566798313814786,-0.05669572058698666,0.7247735142182399,0.05783024500248197,0.9432741211991328
ACACA,CAPN3,-0.014960170974398432,0.6787228279077575,-0.1574926172864298,0.32540406904654495,0.8677859231767036,0.7534038128125917
ACACA,ACO1,0.06810486447433928,0.059062787087322516,-0.04202292188420151,0.7941913399954772,0.2715204757129554,0.9635520478572084
ACACA,LPCAT3,-0.10096216584464095,0.005072775406694991,-0.729021683045034,6.476070659167872e-08,0.05488960896620913,2.0723426109337188e-05
LDLR,PTEN,-0.007013703411533101,0.8460334134598789,-0.17172249300487202,0.28302181915326924,0.9461626703015522,0.7259878326977648
PTEN,SREBF2,0.03345724918145249,0.3541612203472103,-0.09409907400515582,0.558416201208868,0.6700169871698232,0.8950651198166768
NDUFA8,PTEN,0.04339811388328732,0.22933437923048824,-0.014400570821069953,0.9287945389807244,0.5476641892071361,0.9896440849346524
NDUFS5,PTEN,0.028802780118251946,0.4251074451552236,0.1858065182805016,0.24478428222262302,0.715011537279076,0.7144508912107068
PDSS1,PTEN,0.09465595243242586,0.008626308645255128,-0.2564723225937508,0.10552435487514222,0.07694547084269383,0.5474625145927381
PDSS2,PTEN,0.12972380370884892,0.00031005604675267965,0.14494771953269445,0.3658872843007598,0.006013208179445909,0.7899691321540601
ACACB,PTEN,0.062397292111516664,0.08377323650579474,0.10883172185189792,0.4981975580496077,0.32741906176310615,0.8721044588406943
ACLY,PTEN,0.029710774182065202,0.4106522332964036,0.04189131957207172,0.7948220009349605,0.7025194464805284,0.9635520478572084
AGPAT1,PTEN,-0.03467757670390235,0.33687245240418145,0.16142504798052734,0.31331441577756686,0.6553141931266752,0.7457563396136798
AGPAT2,PTEN,0.0012090199721240752,0.973297696442475,-0.06330510639377421,0.6941646234174509,0.9942705917369258,0.9289395901456738
CHP1,PTEN,-0.10822576490499684,0.0026545758897305216,0.031080697178692634,0.8470329902062157,0.033809523769702164,0.9820672350216993
CPT1A,PTEN,-0.04429667672142438,0.21982689306654474,0.060632656269922466,0.7064866281466394,0.5363590605439258,0.9348261829064733
CPT2,PTEN,-0.026848136932879855,0.45721258893121336,-0.02682806661198161,0.8677628359355218,0.7361410236879913,0.9836961309002207
FABP3,PTEN,0.031810453550833014,0.37836173486976854,-0.07737437322167057,0.6306315797873955,0.6778208826218386,0.9148736017619242
FABP5,PTEN,-0.031560496980063094,0.3821218379457371,-0.1881992550065094,0.2386524661722791,0.6802725348686279,0.7087590642703416
FABP6,PTEN,-0.024927876678921095,0.4900344964452247,0.12031311563753547,0.45368625598457746,0.7543525621766537,0.850868511573481
G6PD,PTEN,0.03191205516610674,0.392210277377264,0.029580099591568456,0.8581289555313665,0.6895712512904035,0.9836759755349652
GPAM,PTEN,0.025161538595976675,0.48597421774873256,0.02084251414732733,0.8970855127246757,0.753083533557358,0.9847937017903816
GPAT2,PTEN,-0.0658988538865798,0.06778338954045414,0.050647550342028246,0.7531600811440057,0.29127628188764193,0.950734619195589
GPAT3,PTEN,-0.012032040387407732,0.7390376700331349,0.050651559381469646,0.7531411537342041,0.8983553823764603,0.950734619195589
GPAT4,PTEN,-0.07321612203904723,0.04238020595655912,-0.04021713293550494,0.8028561105393426,0.22003241673089818,0.9689272933394222
GPI,PTEN,0.026237079837305995,0.4675212627055463,0.19079520701603028,0.23211862354572382,0.7425196433329915,0.7044204366777769
ME1,PTEN,0.0020379680854007397,0.9550050643748329,-0.06133733561203898,0.7032301902502864,0.9858457389469545,0.9328568439608829
ME2,PTEN,0.00835267922365709,0.8171173768247282,-0.07162390864644427,0.6563152672704895,0.9359375770341406,0.922125184798814
MLYCD,PTEN,0.03253849072633685,0.3675400542887854,-0.17732137952575094,0.2673804080760621,0.674348028972189,0.7226170801641452
PGD,PTEN,0.11636225799002987,0.0012268541001759364,-0.21369759201960112,0.179734308781413,0.01887096413957559,0.6482839044530506
PGP,PTEN,-0.0033283380649008604,0.926580646546353,0.05024533121662017,0.7550597542611546,0.9741463881555087,0.9507466301618822
PTEN,SLC27A1,0.023720514017813218,0.5113015600822297,0.1050070176038558,0.5135050433882083,0.7704131805829947,0.8799015469034895
PTEN,SLC27A2,0.13142800211926364,0.0002576385589275449,0.1876699126603049,0.239999941859488,0.005276437686836119,0.7089858090611605
PTEN,SLC27A3,-0.06317652399855979,0.07997381504356255,-0.3099570571197975,0.04858814301742244,0.3179433250182836,0.385094879642729
PTEN,SLC27A4,-0.06291513130716661,0.08123243721678808,-0.23281347890375018,0.14296272802460336,0.32064084597972853,0.6159481270888195
PTEN,SLC27A5,-0.02124032313816169,0.5564514820263569,-0.0027950730766901147,0.9861623935372882,0.8017227026475046,0.9984277608930966
GLS,PTEN,-0.013267490518120355,0.7155222446226004,-0.1636273118538051,0.30666969744922135,0.8872717280147704,0.7418269794831243
GLS2,PTEN,0.03635987947929877,0.3177609829330973,-0.07704287346686457,0.6321009588173666,0.6370590391212472,0.915250017808791
GLUD1,PTEN,0.024112166234529428,0.5077063805802456,0.08760136984829808,0.5860117382123676,0.7689514468761712,0.9008869358988641
GOT1,PTEN,0.02455210389231225,0.49999160895663025,0.09371513753510763,0.5600297482751527,0.762345752786762,0.8950651198166768
GOT2,PTEN,0.06744324653236342,0.06364559825703772,-0.003375708458153323,0.9832882032585142,0.28357313848803994,0.9977082046539025
IDH1,PTEN,-0.06656055999719805,0.06720111376537932,-0.2741129383055873,0.08286636857748995,0.29103396708956264,0.4880560553222037
IDH2,PTEN,-0.016252587450186685,0.655266253510001,-0.2440053585710533,0.12418997968111135,0.8574528155029529,0.5874009154545061
MDH1,PTEN,-0.02379188947768005,0.5100310768733355,-0.1295897900191261,0.4193601380858027,0.7689514468761712,0.8313690133452558
MDH2,PTEN,0.08412343558270048,0.019639943224053706,-0.25950211656532046,0.10132934927411116,0.13127481632787857,0.5428098703526226
MPC1,PTEN,0.05523530841934599,0.12591804400163345,0.07024395667655846,0.6625386038277494,0.4081348924867079,0.9228437989992013
PC,PTEN,0.00209218049087516,0.9538094629905849,0.02171479121611151,0.8928029472143949,0.9856700830874193,0.9836961309002207
PTEN,SLC1A5,0.0011081783049236233,0.975524147103007,-0.37520194970367443,0.015639939710926844,0.9944273579348581,0.2288101346496904
PTEN,SLC25A11,-0.03639671286186964,0.3134525891944091,-0.2880079677395761,0.06784615934375791,0.6325394400969893,0.4430769589796435
ACSL4,PTEN,0.045889199991602174,0.21843446415899676,0.014996956335410906,0.927799456696351,0.535624739700222,0.9896440849346524
GPX4,PTEN,-0.01855849467257449,0.6073569370896619,-0.04200534821141032,0.7942755485916155,0.8279723216714808,0.9635520478572084
GSR,PTEN,0.13470416253320064,0.0001793389034191066,0.06167723182251695,0.7016613386814688,0.0038907423114653635,0.9328568439608829
PSTK,PTEN,0.034309270554118136,0.3420323509858004,-0.03222112766702247,0.8414905129011756,0.6608323158669049,0.9820012904595148
PTEN,SEPSECS,-0.0018546338694629882,0.9590490535046206,-0.0747680079778629,0.6422217913599675,0.9883496050975098,0.9204310900670275
PTEN,SLC3A2,-0.005409940814421631,0.8809387355548759,0.011802441749933992,0.9416168330527636,0.955050494510151,0.9896440849346524
PTEN,SLC7A11,-0.007128717870330761,0.8435408740934931,0.1497056802291773,0.3501910034748181,0.9458890221985731,0.7761809254506791
ACAT1,PTEN,-0.0008485408495009271,0.9812574329238698,-0.030661856996307253,0.8490703896819074,0.9946157107221759,0.982233161100306
HMGCR,PTEN,0.019224006505168523,0.5945320671345576,0.15545496073268933,0.33178164043434405,0.8235942055543655,0.7576815339089392
HMGCS1,PTEN,0.0018389957181823438,0.9593940502606687,0.35403924909694623,0.023149259330108828,0.9883496050975098,0.2742224889386077
IDI1,PTEN,0.06355726126193866,0.07816888508595288,0.32590110913802167,0.03758056245614489,0.3141481096075971,0.3406159698958701
IDI2,PTEN,-0.002737223099598302,0.939592387900817,0.26103693254524823,0.09925357011772519,0.9813103204871486,0.5383244480961366
PMVK,PTEN,0.04089938995480298,0.25729663021054183,0.022077760538252087,0.8910217764850695,0.5751062210091796,0.9836961309002207
PTEN,SQLE,-0.05403786414449349,0.1343484459583259,0.03586398138220913,0.8238380444729995,0.4194292946991638,0.9782780009663281
KEAP1,PTEN,0.23924220141454763,1.7993345453687217e-11,-0.09988739984000718,0.5343568885989333,1.3160846960411222e-09,0.8877051491325563
PTEN,TSC1,0.4378751935969207,2.304826781813595e-37,0.19785210632756856,0.2149772920482674,5.363960510402548e-35,0.689629372316737
PEX26,PTEN,0.007369505361029976,0.8383277304748411,-0.023658667179753855,0.8832701907319597,0.9434673383986654,0.9836961309002207
PEX6,PTEN,0.10003155048724961,0.005496217582390607,0.0184833883473849,0.9086820727743252,0.05742986535069369,0.9872114086197902
CDIPT,PTEN,-0.04939524911775957,0.17119336410728545,0.018008831981234086,0.9110171492439186,0.47584691869126033,0.9872114086197902
CDS2,PTEN,0.02785264422117758,0.4405465073334308,0.22951582012972052,0.14887381494789548,0.7248065930421485,0.6159481270888195
CRLS1,PTEN,0.00939500375572277,0.7947763283585311,0.009939114736449803,0.9508218793725893,0.9245732960314808,0.9896440849346524
PISD,PTEN,0.043543150725338216,0.22778032610360102,0.19628970918299973,0.21869458398718947,0.5459902947801673,0.6911828827249444
PLPP1,PTEN,-0.05125262981249563,0.15563673000878492,-0.2793091695834392,0.07697255088861789,0.4541829183209043,0.47299431855580226
PLPP2,PTEN,-0.05538135977409139,0.12491857912660437,-0.07068532180588939,0.6605456643709886,0.4063425191411781,0.9228437989992013
PTDSS1,PTEN,0.06266881095057637,0.08243312386556474,0.05866858213014577,0.715590061451437,0.32416097864185217,0.9371025188975074
PTDSS2,PTEN,-0.07238451385974008,0.044786776201963335,-0.18859875876864346,0.23763890641008753,0.229622082808533,0.7087590642703416
PPARA,PTEN,-0.04440930330451041,0.21865542418055461,-0.047668910717676385,0.7672614817006814,0.5356534793322678,0.9541733041388694
PPARD,PTEN,0.071251747350405,0.04824906459187862,0.3263013559212896,0.03733299886993682,0.24124532295939308,0.3406159698958701
PPARG,PTEN,-0.08114100215623242,0.02558347898451889,0.20797750600807435,0.19194592414179357,0.15630956133739465,0.666339928849055
PTEN,RXRA,-0.014262068018811047,0.692934416815748,-0.07008909678333024,0.6632384033584329,0.8751416413657203,0.9228437989992013
PTEN,RXRB,0.010157145991538904,0.7785452315569305,-0.08234833714368132,0.6087553770942453,0.9159110616650118,0.9060545147449233
PTEN,RAB18,0.06153210307985221,0.08816127564735703,-0.1319308203785225,0.41093588783653834,0.3378635713431647,0.8231579599855541
PTEN,RAB3GAP1,0.01768395144770875,0.6243946412649504,0.1324878056334418,0.4089458838552321,0.8408161662982584,0.8230135248265319
PTEN,TBC1D20,0.06663829617706801,0.064749482183918,-0.09630678253932316,0.5491803865708433,0.2862844117285494,0.8926360569024501
AMFR,PTEN,0.015154798894249937,0.6747806780593762,-0.20210492200048816,0.20508126662384493,0.8654501682525066,0.6820244653475219
C12orf49,PTEN,0.05396770748446699,0.13485556320835324,0.0908404273433385,0.5721796035846026,0.41998812872674485,0.8992373894490464
CYB5B,PTEN,0.08636991403321059,0.016588978252119586,0.07625821170974098,0.6355845472030972,0.11862509588107861,0.91597114373198
MBTPS1,PTEN,0.03355546353200172,0.35274943042117063,0.2646532006919746,0.09449169417873,0.6699662279816868,0.5247261108406699
PTEN,SCAP,0.07330443059745752,0.042131186373975865,0.015586244288377404,0.9229487042511355,0.21966565604354016,0.9896440849346524
PTEN,SCD,0.07371081426600333,0.04100110241245287,0.260806275750714,0.09956342548219335,0.21641819005335947,0.5388633599036258
PTEN,SREBF1,0.12446031469435745,0.0005417129865315473,0.22928014469142055,0.14930302698262277,0.009905608896576865,0.6159481270888195
PTEN,TMEM41A,0.054051470605014765,0.13425026423558928,-0.12080425930166033,0.45183159560740294,0.4194292946991638,0.850868511573481
IRF8,PTEN,0.025303410112033603,0.4835178456034524,-0.2475509102407258,0.11864665303923813,0.7520083139397559,0.5802536479581556
MYB,PTEN,0.08139159287004515,0.023999813795273005,-0.11488387651539161,0.47446074758737505,0.14948789127955936,0.8572009142742258
DERL2,PTEN,0.04853570328191255,0.17877405734321686,0.21270674352371577,0.1818088811660422,0.48791213944417394,0.6491363121130657
PTEN,SYVN1,0.042731134477733704,0.2365779002501164,0.17200044817916166,0.2822315410983803,0.5557084386068878,0.7255585395295889
PTEN,UBE2G2,0.048859306317984866,0.17589133415561028,0.3609842258132006,0.020409105032101707,0.48222190402788734,0.2609102273200549
PTEN,TP53,-0.0003004382016887246,0.9933633892988096,-0.08660950717470012,0.5902770140615609,0.9982764192419397,0.9031748407758262
CAPN3,PTEN,0.005617057207622455,0.8764164263882546,-0.005264177158257289,0.9739417638213719,0.9523030779091392,0.9952487999852284
ACO1,PTEN,0.022188259044301713,0.5389682177224357,0.17998511880151902,0.2601433122582257,0.7879765844021279,0.717519684613849
LPCAT3,PTEN,0.04320584199596909,0.2314061373749147,0.13697668649157485,0.39311028836629286,0.5505573528622506,0.8144917012200561
LDLR,TP53,-0.0067424043081019455,0.8519189321987835,-0.15577110272355618,0.3307871078155909,0.9471772748408018,0.7573190622172417
SREBF2,TP53,0.04217125268258168,0.24278177291108305,-0.006504894951452952,0.9678029778483794,0.5632091554238317,0.9939497340001897
NDUFA8,TP53,0.03046137849440479,0.3989256442944527,-0.34350906807415127,0.02788470160247474,0.6960609272256558,0.29481118653548094
NDUFS5,TP53,0.040871537332773135,0.2576210775125297,-0.4045376978203275,0.008705806337312282,0.5751062210091796,0.1688398804812079
PDSS1,TP53,0.06377897507758074,0.07713316465795066,-0.14613549086677224,0.3619299347354756,0.31310421961806745,0.7870130018153991
PDSS2,TP53,0.04634487763663327,0.19921822535296066,-0.1324207889464868,0.4091850298180976,0.5091416410146403,0.8230135248265319
ACACB,TP53,0.01298512146610277,0.7192077301719221,0.005200822551349404,0.97425527061054,0.8877395319383415,0.9952487999852284
ACLY,TP53,0.0224922103822602,0.53342104413673,-0.08749443501568442,0.586470925224155,0.7848033752816257,0.9008869358988641
AGPAT1,TP53,0.08396189907706285,0.01987707408715656,0.1733366947744042,0.27845243233853556,0.1325138272477104,0.7236936312554832
AGPAT2,TP53,-0.0004898880562107821,0.9891786922116816,0.08300261490712452,0.6059020944688062,0.9963638929890695,0.9053610848532463
CHP1,TP53,-0.03422003490032493,0.3432900793695694,0.0389651167060452,0.8088774645697119,0.6627621441825775,0.9712599949805172
CPT1A,TP53,-0.0579690002691733,0.10821558082711046,0.09758427307250819,0.5438693735972477,0.37742763885204733,0.8926360569024501
CPT2,TP53,0.02473061998754343,0.4934762989089671,-0.2501294843857946,0.11473374241281516,0.7558427239523454,0.5670239007274263
FABP3,TP53,0.03325614269833795,0.3570631393984697,0.11243778295564233,0.48398186698387863,0.6716301478908541,0.8676425626601745
FABP5,TP53,-0.03568675537952349,0.32299153296874894,0.2542122386440616,0.10873888382357164,0.6391473140638405,0.5556318215336196
FABP6,TP53,0.01880468499727111,0.6025983165083143,0.12626438973695084,0.43149277628251687,0.8267158039985448,0.8364350096252255
G6PD,TP53,-0.0160207950571072,0.6675865855947744,-0.1766833134029579,0.2819359105042552,0.862805035008043,0.7255585395295889
GPAM,TP53,0.03506460708134034,0.33150435627113545,0.024757843374488595,0.877886930591874,0.649312281602224,0.9836961309002207
GPAT2,TP53,-0.0582716783181665,0.10638289427966123,0.08534247822394483,0.5957454644392219,0.3744289020270273,0.9031748407758262
GPAT3,TP53,-0.02397135942588112,0.5068438099034391,-0.17512866585918796,0.27343664344514107,0.7686730766308081,0.7226170801641452
GPAT4,TP53,-0.03821878030419649,0.28982667211920954,-0.12681074635272688,0.42948609601433835,0.6093265379192244,0.8335742272909068
GPI,TP53,0.019693250257553536,0.5855643454694878,-0.07522987599484257,0.6401617002314194,0.8177693355345171,0.9191328954528512
ME1,TP53,-0.002959731960798305,0.9346924005110272,0.023542476663552248,0.883839545646027,0.9788881442482532,0.9836961309002207
ME2,TP53,-0.008705195541547741,0.809544001325384,0.15582752708217557,0.33060980084014774,0.931322753108131,0.7573190622172417
MLYCD,TP53,0.0032370096373474985,0.9285897947268449,0.05080570494182831,0.7524135125249676,0.9748406473252982,0.9507298085211832
PGD,TP53,0.103367187640756,0.004111384541689022,-0.24548122792566318,0.12185939608386842,0.04784156557601771,0.5820150260722073
PGP,TP53,0.10164313435139327,0.004781821882555567,0.1440840139695028,0.3687811554506602,0.052538472186018245,0.792718874568616
SLC27A1,TP53,0.13461247911285645,0.0001811867061105499,-0.03562167214274532,0.8250096669619209,0.0038977980474202327,0.9782780009663281
SLC27A2,TP53,0.11610359678764824,0.0012582862055189848,0.26862633102775735,0.08946486137712727,0.01887096413957559,0.5146646830816464
SLC27A3,TP53,0.0485976288711132,0.1782197145917244,-5.276763271766516e-05,0.9997387499787169,0.486918323751136,0.9997387499787169
SLC27A4,TP53,0.01607328397047286,0.6562984361706151,0.3102288662679715,0.048380810368551984,0.8580817142986591,0.384642467526376
SLC27A5,TP53,-0.06722388761265187,0.06242695040380415,0.2264250769840379,0.15457495725856554,0.27979430917026527,0.6188343282491492
GLS,TP53,0.047178503976024494,0.1947588488091215,-0.34141363638289673,0.02891675293790188,0.5056619198289565,0.30027831350403356
GLS2,TP53,0.11720581689124031,0.0012354380261321287,0.014330515188684195,0.929140059269998,0.01887096413957559,0.9896440849346524
GLUD1,TP53,0.05652870360078711,0.12018857453252535,0.1936744336737924,0.22501573887752627,0.40062858177508454,0.6999226797472138
GOT1,TP53,-0.018628388374804856,0.6088385338559458,0.1424867788059901,0.37416865704674784,0.8279723216714808,0.7968983045255195
GOT2,TP53,0.03911609442028238,0.2824379628111255,-0.4139720935312531,0.007131663146193117,0.6011257319843719,0.14843136304271853
IDH1,TP53,-0.07089143406857062,0.05121055137143995,0.0430762388277031,0.7891483533338574,0.25066732602463915,0.9629264940584722
IDH2,TP53,0.08153009465095298,0.02488278416060091,0.23711335440994852,0.1355174695436551,0.1534938010870803,0.6093727410683109
MDH1,TP53,-0.04311285171227045,0.232412867529762,0.15943827065827182,0.31938648525830443,0.5517862306442856,0.7501187176708801
MDH2,TP53,-0.04308374578929156,0.23272861015665453,-0.4082388891711765,0.008055919425835265,0.5517862306442856,0.1611183885167053
MPC1,TP53,-0.04292009489705313,0.2345095588386282,-0.08572074512596237,0.5941105550481688,0.5527780233155621,0.9031748407758262
PC,TP53,0.08250021346004231,0.02213864223077088,-0.09644766650302258,0.548593474557507,0.1431184952292259,0.8926360569024501
SLC1A5,TP53,-0.03305575534518294,0.35996950349178924,-0.17410499012749542,0.27629462907335534,0.6741199187556551,0.7226170801641452
SLC25A11,TP53,0.11024963108901048,0.002200982963484375,-0.0673265893025778,0.6757689304762196,0.028457153467272726,0.9228437989992013
ACSL4,TP53,0.04988210279873587,0.18092400984252982,-0.1181091866719446,0.47392579772798776,0.4901681777166943,0.8572009142742258
GPX4,TP53,-0.05956697948201828,0.09881583702189359,-0.023091499522622863,0.8860499603153192,0.3578055767695157,0.9836961309002207
GSR,TP53,-0.12159898050728679,0.0007272236862453597,-0.042314133339853274,0.7927962645883658,0.012751319430055624,0.9635520478572084
PSTK,TP53,-0.12104247863795577,0.0007695389132062824,-0.15336665218997547,0.3383976999588691,0.013184374121061807,0.763607795231324
SEPSECS,TP53,-0.0636484897652321,0.07774135753611042,-0.1409772393134326,0.37930310772223924,0.3139083206505405,0.8034187293086783
SLC3A2,TP53,0.027794072683822956,0.4415086396452205,-0.16826429296249887,0.2929745193323454,0.7254570715608244,0.7324003060911347
SLC7A11,TP53,-0.027086015465183057,0.4532342430297284,-0.37732567440789144,0.015015770368032876,0.7351457419532818,0.22349053571025676
ACAT1,TP53,0.03207513239209251,0.37440504639122707,0.0022502219268951892,0.9888596067250329,0.6769394099581033,0.9984277608930966
HMGCR,TP53,-0.05815883389770978,0.10706326417335311,0.07807999308541823,0.6275085810714851,0.3744289020270273,0.9148188881224385
HMGCS1,TP53,-0.053847838322641325,0.1357254350380308,-0.2942069273932604,0.06188113364992904,0.42065025871350953,0.42750574878356185
IDI1,TP53,-0.03139667428422701,0.38459858903901417,-0.11710141513290621,0.46591546211809354,0.6827825159083747,0.8543572020669608
IDI2,TP53,0.007481870334203691,0.8358973914891674,0.03475659664493634,0.8291955514545163,0.9431154442467341,0.9795055030786035
PMVK,TP53,0.043838237073096205,0.22464166282624823,0.22423788799330988,0.15870461166919556,0.54253080833509,0.625052009035601
SQLE,TP53,-0.02475085015655486,0.4931227224875052,-0.11214828527784465,0.4851152518792906,0.7558427239523454,0.8681148231882202
KEAP1,TP53,0.07504054582982031,0.03748088818137288,-0.231619697268537,0.14508226736052052,0.2037177786503494,0.6159481270888195
TP53,TSC1,0.06616954636422107,0.06665947753524044,-0.20774223475288614,0.1924604427966467,0.29103396708956264,0.6667100589437287
PEX26,TP53,0.02318316942818169,0.5209189840084316,-0.10981382209519293,0.494304935468119,0.7780353553451487,0.8716418056019327
PEX6,TP53,0.08603770568894238,0.01701220027236133,0.012458915125335826,0.9383755035826955,0.1203072726443232,0.9896440849346524
CDIPT,TP53,0.04460377732846549,0.21664318050286951,0.19122801472642212,0.23104126065245617,0.535624739700222,0.7041257467503426
CDS2,TP53,-0.05588007269869612,0.12155224357534626,0.13562868745243817,0.39782772999148563,0.4016977696349975,0.815596216218931
CRLS1,TP53,0.099248899541993,0.005876700156717274,0.03196049678197254,0.842756520363083,0.0597875102680938,0.9820012904595148
PISD,TP53,0.11517743364361883,0.001377016845280951,0.010565858302878199,0.947724932321814,0.01980738827406805,0.9896440849346524
PLPP1,TP53,0.060969931575151445,0.09111031002598617,0.039647764543172606,0.8055930167796292,0.34166925495019,0.9691403722499984
PLPP2,TP53,-0.01222220908256006,0.7350666459200694,0.23659023001417034,0.1364075619870856,0.8961996118441717,0.6093727410683109
PTDSS1,TP53,0.13753502296417489,0.00013026638050231006,-0.07248989604670802,0.6524214570791862,0.003087795685980683,0.9213338560066283
PTDSS2,TP53,-0.01572089159836869,0.6633654375336832,-0.16109355711288822,0.3143224223397798,0.8624761402164697,0.7464428582466014
PPARA,TP53,0.025434698520022527,0.48125071490260785,0.17448216664231697,0.2752393269213527,0.7510084945841694,0.7226170801641452
PPARD,TP53,0.20265303085954342,1.4319162094689286e-08,0.09607823181002412,0.5501331443455425,7.481031624980524e-07,0.8930506338139435
PPARG,TP53,0.04662465778229761,0.2000564451498569,-0.006279850955359833,0.9689163178522069,0.5097220450509116,0.9939497340001897
RXRA,TP53,0.0882206705675689,0.01439599442708591,0.0584252766622759,0.7167205163356051,0.10923004144877714,0.9373022616454035
RXRB,TP53,0.10729656122407247,0.0028901240372184497,0.08182366964798425,0.6110475771841856,0.036268223212153096,0.9063829522714404
RAB18,TP53,-0.016025418473204215,0.6572565660091274,-0.0024791356297057185,0.987726383257114,0.8588957677301512,0.9984277608930966
RAB3GAP1,TP53,0.02857167954491614,0.4288333602336464,-0.22147941445520852,0.16402659027555538,0.7163169104891137,0.6282458192276869
TBC1D20,TP53,0.03712261650079762,0.30389268965929866,0.044748875185654124,0.7811577305504646,0.6253547826816039,0.9617331694683031
AMFR,TP53,0.14929498384872436,3.229356246500758e-05,0.17606531113112459,0.2708387126253935,0.0009288934821395438,0.7226170801641452
C12orf49,TP53,0.07103250428332199,0.048944463848991614,0.0837722211369134,0.6025532526109298,0.243296752336735,0.9053610848532463
CYB5B,TP53,0.01880957336440944,0.6025039989708421,0.02209082898277314,0.8909576565396545,0.8267158039985448,0.9836961309002207
MBTPS1,TP53,0.10094212041375679,0.00508157708007483,0.16394743599862993,0.30571133706111,0.05488960896620913,0.7418269794831243
SCAP,TP53,0.11306155047898181,0.0016879401908325323,0.14034459929291893,0.38146725158733447,0.02348438526375697,0.8037499292704331
SCD,TP53,0.06861061797945574,0.057200298105994356,0.25099150585380775,0.113447652463925,0.26917787343997346,0.5670239007274263
SREBF1,TP53,0.170539353240927,1.970823935456989e-06,0.24459484259161354,0.12325513527875007,7.644407992075594e-05,0.5854047241439706
TMEM41A,TP53,0.048822206126828464,0.1762200636888008,-0.030688545188387307,0.8489405390199954,0.48248488026024605,0.982233161100306
IRF8,TP53,-0.056172697452372175,0.1196102272078444,-0.3850577420907527,0.012918266525140085,0.40062858177508454,0.21335975680231367
MYB,TP53,0.11109770708007603,0.0020329348669616207,-0.052532748227280546,0.7442756224776269,0.026965353675760355,0.9474617571072724
DERL2,TP53,-0.00597157919937808,0.8686849875482335,-0.037114900502908166,0.8177956074555004,0.9504043324587109,0.9763713828028322
SYVN1,TP53,-0.0015598842881191647,0.9655528058397845,-0.24714164367918498,0.11927683614970314,0.9903105700920867,0.5802536479581556
TP53,UBE2G2,-0.014754755032949193,0.6828930222172106,0.00838370842963198,0.9585106445970211,0.8713968165039635,0.9907492905166659
CAPN3,TP53,0.0019062267491435398,0.9579109060710846,0.03443262156380198,0.8307643926675519,0.9877251005253143,0.9796208407318898
ACO1,TP53,-0.0293847876778767,0.4158080731071289,-0.012796643075311143,0.9367083547333345,0.706698234932147,0.9896440849346524
LPCAT3,TP53,0.020319940436568124,0.5736864061763335,0.05026082582971883,0.7549865470546626,0.8115014036242837,0.9507466301618822
GPX4,LDLR,0.07491315338151748,0.037806628108564534,-0.07470477335852488,0.642504046074132,0.20505289821594322,0.9204310900670275
GPX4,SREBF2,0.012434060090485569,0.7306511731297749,-0.013654427879890428,0.9324752294404438,0.8941046860479082,0.9896440849346524
GPX4,NDUFA8,-0.08547914589060883,0.017745122625028184,0.025427203286199088,0.874611353876141,0.12333293431424933,0.9836961309002207
GPX4,NDUFS5,-0.11157891784237067,0.0019428900380559391,-0.27512284267262194,0.08169420809127945,0.026316394166260342,0.48636551793877997
GPX4,PDSS1,0.03206543588610554,0.37454954744843005,0.3401663658532669,0.02954592261479338,0.6769394099581033,0.3010006850282642
GPX4,PDSS2,-0.0713060233173688,0.04807819606342934,-0.09359878136807526,0.5605191799223412,0.2408614127639513,0.8950651198166768
ACACB,GPX4,0.021183234778138306,0.5575131384853285,-0.1820999354860109,0.25449121756998744,0.8017227026475046,0.7170360864269766
ACLY,GPX4,-0.16837833091735058,2.6629300685973867e-06,0.10026633569836674,0.5327995585707491,9.601784707043907e-05,0.8872577220492276
AGPAT1,GPX4,0.046377591602564675,0.1989009050614584,-0.13195258202316998,0.4108580339892623,0.5091416410146403,0.8231579599855541
AGPAT2,GPX4,-0.06544039965369523,0.06972234331012744,-0.11953867973306101,0.4566190515836217,0.29502346921310124,0.850868511573481
CHP1,GPX4,-0.11086989602581487,0.0020768822547661174,-0.45093996071369197,0.003087001039196991,0.02726573626769877,0.08684310615762963
CPT1A,GPX4,-0.1047836275031758,0.003625592842528474,0.12245744343012568,0.4456192022860167,0.04296998924478191,0.8487984805447937
CPT2,GPX4,-0.045918792383743474,0.2033849513148988,-0.4085991093986489,0.00799495729090279,0.5150004701940069,0.1611183885167053
